"PIN","sex","partnerSex","trait","value","study"
"399","0","0","intell",5.5,2
"406","1","0","intell",5,2
"261","1","0","intell",6.5,2
"360","0","0","intell",7.5,2
"268","1","0","intell",6,2
"257","1","0","intell",8,2
"331","1","0","intell",6,2
"28","0","0","intell",6.5,2
"283","0","0","intell",5,2
"423","0","0","intell",6,2
"64","1","0","intell",7,2
"392","0","0","intell",6.5,2
"196","0","0","intell",7,2
"426","0","0","intell",6,2
"126","0","0","intell",5,2
"217","0","0","intell",8,2
"281","1","0","intell",6,2
"9","0","0","intell",6.5,2
"259","0","0","intell",6.5,2
"395","1","0","intell",5,2
"29","1","0","intell",5,2
"358","1","0","intell",5,2
"139","1","0","intell",5.5,2
"204","1","0","intell",7,2
"352","1","0","intell",7,2
"441","0","0","kind",6.5,2
"266","0","0","kind",7.5,2
"34","0","0","kind",7,2
"391","0","0","kind",6,2
"413","0","0","kind",9.5,2
"449","0","0","kind",7,2
"35","0","0","kind",8,2
"143","0","0","kind",6.5,2
"16","0","0","kind",7.5,2
"241","0","0","kind",6.5,2
"153","0","0","kind",7,2
"168","0","0","kind",6,2
"59","0","0","kind",8,2
"379","0","0","kind",7,2
"296","0","0","kind",5.5,2
"206","0","0","kind",7,2
"17","1","0","kind",6.5,2
"288","0","0","kind",6,2
"86","0","0","kind",6,2
"199","0","0","kind",8,2
"91","1","0","kind",8.5,2
"53","0","0","kind",8.5,2
"314","0","0","kind",7,2
"115","0","0","kind",7.5,2
"330","0","0","kind",8,2
"311","1","0","kind",5,2
"303","0","0","kind",5.5,2
"324","0","0","kind",6,2
"57","0","0","kind",6,2
"280","1","0","kind",5.5,2
"193","0","0","kind",6,2
"195","0","0","kind",9,2
"173","1","0","kind",10,2
"242","0","0","kind",9,2
"37","0","0","kind",8,2
"357","0","0","kind",8,2
"192","0","0","kind",6,2
"46","1","0","kind",9.5,2
"438","0","0","kind",6,2
"20","0","0","kind",6,2
"170","0","0","kind",8,2
"181","0","0","kind",7.5,2
"416","1","0","kind",8,2
"44","1","0","kind",7,2
"345","0","0","kind",10,2
"158","0","0","kind",7,2
"229","0","0","kind",8,2
"117","1","0","kind",7,2
"431","1","0","kind",8,2
"417","0","0","kind",7,2
"194","1","0","kind",5.5,2
"7","1","0","kind",7.5,2
"425","0","0","kind",8,2
"414","0","0","kind",9,2
"255","0","0","kind",10,2
"119","0","0","kind",9.5,2
"121","0","0","kind",8.5,2
"2","0","0","kind",6.5,2
"348","0","0","kind",6.5,2
"295","1","0","kind",7,2
"78","0","0","kind",6,2
"5","0","0","kind",5.5,2
"328","0","0","kind",8.5,2
"154","0","0","kind",7.5,2
"247","0","0","kind",7,2
"177","0","0","kind",8,2
"420","0","0","kind",6,2
"105","0","0","kind",7.5,2
"189","0","0","kind",7.5,2
"354","0","0","kind",10,2
"172","0","0","kind",5.5,2
"270","0","0","kind",7.5,2
"455","0","0","kind",8.5,2
"236","0","0","kind",7.5,2
"212","0","0","kind",10,2
"22","0","0","kind",5.5,2
"256","0","0","kind",5,2
"174","0","0","kind",7,2
"293","1","0","kind",9.5,2
"309","1","0","kind",7,2
"365","0","0","kind",5,2
"223","0","0","kind",8.5,2
"111","1","0","kind",9,2
"8","0","0","kind",6.5,2
"23","1","0","kind",7,2
"95","1","0","kind",7,2
"400","1","0","kind",6.5,2
"109","1","0","kind",5,2
"374","1","0","kind",7.5,2
"246","1","0","kind",10,2
"19","0","0","kind",8.5,2
"393","1","0","kind",8.5,2
"70","0","0","kind",5.5,2
"410","1","0","kind",7.5,2
"240","0","0","kind",7.5,2
"45","1","0","kind",8,2
"155","1","0","kind",10,2
"107","1","0","kind",7.5,2
"40","1","0","kind",8.5,2
"448","1","0","kind",5,2
"337","1","0","kind",6,2
"300","1","0","kind",6,2
"277","1","0","kind",7,2
"453","0","0","kind",6,2
"265","0","0","kind",5,2
"220","1","0","kind",7,2
"83","1","0","kind",5.5,2
"169","1","0","kind",5,2
"113","1","0","kind",8.5,2
"138","1","0","kind",7.5,2
"123","1","0","kind",5,2
"110","1","0","kind",5,2
"41","1","0","kind",6,2
"251","1","0","kind",5,2
"6","1","0","kind",7.5,2
"411","1","0","kind",7.5,2
"321","1","0","kind",7,2
"3","1","0","kind",7,2
"235","1","0","kind",6,2
"322","0","0","kind",7,2
"79","0","0","kind",NA,2
"388","0","0","kind",7.5,2
"376","0","0","kind",8,2
"378","0","0","kind",8,2
"317","0","0","kind",10,2
"404","1","0","kind",10,2
"323","0","0","kind",7,2
"84","0","0","kind",8,2
"164","0","0","kind",5.5,2
"250","0","0","kind",6,2
"13","0","0","kind",9.5,2
"72","0","0","kind",6.5,2
"269","0","0","kind",8,2
"424","0","0","kind",10,2
"47","1","0","kind",6,2
"385","0","0","kind",8,2
"359","0","0","kind",9,2
"15","0","0","kind",7,2
"263","1","0","kind",5,2
"129","0","0","kind",7.5,2
"52","0","0","kind",7,2
"389","0","0","kind",6.5,2
"401","1","0","kind",7,2
"12","0","0","kind",6,2
"380","1","0","kind",7,2
"112","1","0","kind",7,2
"211","1","0","kind",9,2
"351","1","0","kind",6,2
"186","1","0","kind",8,2
"135","1","0","kind",6,2
"221","1","0","kind",9,2
"428","1","0","kind",7,2
"101","1","0","kind",5.5,2
"178","1","0","kind",5.5,2
"383","1","0","kind",6,2
"459","1","0","kind",9,2
"367","1","0","kind",8,2
"399","0","0","kind",5.5,2
"406","1","0","kind",6.5,2
"261","1","0","kind",5,2
"360","0","0","kind",7,2
"268","1","0","kind",6,2
"257","1","0","kind",8,2
"331","1","0","kind",7,2
"28","0","0","kind",9,2
"283","0","0","kind",6,2
"423","0","0","kind",8.5,2
"64","1","0","kind",7.5,2
"392","0","0","kind",6,2
"196","0","0","kind",8,2
"426","0","0","kind",6,2
"126","0","0","kind",5,2
"217","0","0","kind",8.5,2
"281","1","0","kind",6,2
"9","0","0","kind",7,2
"259","0","0","kind",6,2
"395","1","0","kind",6,2
"29","1","0","kind",5,2
"358","1","0","kind",7.5,2
"139","1","0","kind",8,2
"204","1","0","kind",8,2
"352","1","0","kind",6,2
"441","0","0","physatt",5,2
"266","0","0","physatt",5,2
"34","0","0","physatt",7,2
"391","0","0","physatt",5,2
"413","0","0","physatt",5,2
"449","0","0","physatt",6.5,2
"35","0","0","physatt",6,2
"143","0","0","physatt",7,2
"16","0","0","physatt",8,2
"241","0","0","physatt",5.5,2
"153","0","0","physatt",7,2
"168","0","0","physatt",5.5,2
"59","0","0","physatt",5,2
"379","0","0","physatt",7,2
"296","0","0","physatt",5,2
"206","0","0","physatt",5,2
"17","1","0","physatt",6.5,2
"288","0","0","physatt",5,2
"86","0","0","physatt",5,2
"199","0","0","physatt",6.5,2
"91","1","0","physatt",8,2
"53","0","0","physatt",7.5,2
"314","0","0","physatt",5.5,2
"115","0","0","physatt",7,2
"330","0","0","physatt",7,2
"311","1","0","physatt",6,2
"303","0","0","physatt",6.5,2
"324","0","0","physatt",6.5,2
"57","0","0","physatt",6,2
"280","1","0","physatt",5,2
"193","0","0","physatt",6,2
"195","0","0","physatt",5,2
"173","1","0","physatt",10,2
"242","0","0","physatt",6,2
"37","0","0","physatt",8,2
"357","0","0","physatt",7,2
"192","0","0","physatt",5.5,2
"46","1","0","physatt",6,2
"438","0","0","physatt",5,2
"20","0","0","physatt",5,2
"170","0","0","physatt",5,2
"181","0","0","physatt",6,2
"416","1","0","physatt",4.5,2
"44","1","0","physatt",5.5,2
"345","0","0","physatt",5,2
"158","0","0","physatt",5.5,2
"229","0","0","physatt",6,2
"117","1","0","physatt",8.5,2
"431","1","0","physatt",5,2
"417","0","0","physatt",7,2
"194","1","0","physatt",5.5,2
"7","1","0","physatt",5,2
"425","0","0","physatt",5,2
"414","0","0","physatt",8,2
"255","0","0","physatt",9.5,2
"119","0","0","physatt",7,2
"121","0","0","physatt",7,2
"2","0","0","physatt",5.5,2
"348","0","0","physatt",5.5,2
"295","1","0","physatt",7,2
"78","0","0","physatt",5.5,2
"5","0","0","physatt",5,2
"328","0","0","physatt",5.5,2
"154","0","0","physatt",6.5,2
"247","0","0","physatt",5,2
"177","0","0","physatt",7.5,2
"420","0","0","physatt",7,2
"105","0","0","physatt",5,2
"189","0","0","physatt",7,2
"354","0","0","physatt",6.5,2
"172","0","0","physatt",5,2
"270","0","0","physatt",7.5,2
"455","0","0","physatt",5,2
"236","0","0","physatt",6.5,2
"212","0","0","physatt",7,2
"22","0","0","physatt",5.5,2
"256","0","0","physatt",4,2
"174","0","0","physatt",7.5,2
"293","1","0","physatt",5.5,2
"309","1","0","physatt",5.5,2
"365","0","0","physatt",5,2
"223","0","0","physatt",7,2
"111","1","0","physatt",9,2
"8","0","0","physatt",5.5,2
"23","1","0","physatt",4,2
"95","1","0","physatt",7,2
"400","1","0","physatt",6,2
"109","1","0","physatt",5,2
"374","1","0","physatt",5,2
"246","1","0","physatt",10,2
"19","0","0","physatt",6.5,2
"393","1","0","physatt",7.5,2
"70","0","0","physatt",5,2
"410","1","0","physatt",9,2
"240","0","0","physatt",7,2
"45","1","0","physatt",5,2
"155","1","0","physatt",9,2
"107","1","0","physatt",4.5,2
"40","1","0","physatt",8.5,2
"448","1","0","physatt",5,2
"337","1","0","physatt",6,2
"300","1","0","physatt",8.5,2
"277","1","0","physatt",7.5,2
"453","0","0","physatt",6.5,2
"265","0","0","physatt",5,2
"220","1","0","physatt",6.5,2
"83","1","0","physatt",5,2
"169","1","0","physatt",7,2
"113","1","0","physatt",5,2
"138","1","0","physatt",7,2
"123","1","0","physatt",5,2
"110","1","0","physatt",5,2
"41","1","0","physatt",6,2
"251","1","0","physatt",10,2
"6","1","0","physatt",5,2
"411","1","0","physatt",7.5,2
"321","1","0","physatt",6.5,2
"3","1","0","physatt",7,2
"235","1","0","physatt",6,2
"322","0","0","physatt",7,2
"79","0","0","physatt",NA,2
"388","0","0","physatt",9,2
"376","0","0","physatt",8,2
"378","0","0","physatt",5.5,2
"317","0","0","physatt",5,2
"404","1","0","physatt",10,2
"323","0","0","physatt",7,2
"84","0","0","physatt",7.5,2
"164","0","0","physatt",5.5,2
"250","0","0","physatt",5,2
"13","0","0","physatt",7.5,2
"72","0","0","physatt",6,2
"269","0","0","physatt",5.5,2
"424","0","0","physatt",5,2
"47","1","0","physatt",5,2
"385","0","0","physatt",6.5,2
"359","0","0","physatt",5,2
"15","0","0","physatt",5,2
"263","1","0","physatt",5,2
"129","0","0","physatt",5,2
"52","0","0","physatt",5,2
"389","0","0","physatt",4.5,2
"401","1","0","physatt",5,2
"12","0","0","physatt",6,2
"380","1","0","physatt",5.5,2
"112","1","0","physatt",5,2
"211","1","0","physatt",8,2
"351","1","0","physatt",5,2
"186","1","0","physatt",8.5,2
"135","1","0","physatt",5,2
"221","1","0","physatt",8,2
"428","1","0","physatt",8,2
"101","1","0","physatt",7,2
"178","1","0","physatt",6,2
"383","1","0","physatt",5,2
"459","1","0","physatt",7,2
"367","1","0","physatt",8.5,2
"399","0","0","physatt",7.5,2
"406","1","0","physatt",6,2
"261","1","0","physatt",6.5,2
"360","0","0","physatt",5,2
"268","1","0","physatt",6,2
"257","1","0","physatt",7.5,2
"331","1","0","physatt",6,2
"28","0","0","physatt",7.5,2
"283","0","0","physatt",5,2
"423","0","0","physatt",6.5,2
"64","1","0","physatt",7,2
"392","0","0","physatt",5.5,2
"196","0","0","physatt",6,2
"426","0","0","physatt",5,2
"126","0","0","physatt",5,2
"217","0","0","physatt",7,2
"281","1","0","physatt",6,2
"9","0","0","physatt",6,2
"259","0","0","physatt",6,2
"395","1","0","physatt",5,2
"29","1","0","physatt",5,2
"358","1","0","physatt",5,2
"139","1","0","physatt",6,2
"204","1","0","physatt",6,2
"352","1","0","physatt",6,2
"441","0","0","resources",6,2
"266","0","0","resources",5,2
"34","0","0","resources",7,2
"391","0","0","resources",6,2
"413","0","0","resources",8,2
"449","0","0","resources",6.5,2
"35","0","0","resources",5.5,2
"143","0","0","resources",6,2
"16","0","0","resources",9,2
"241","0","0","resources",5,2
"153","0","0","resources",6.5,2
"168","0","0","resources",5.5,2
"59","0","0","resources",5,2
"379","0","0","resources",7.5,2
"296","0","0","resources",6,2
"206","0","0","resources",5,2
"17","1","0","resources",5,2
"288","0","0","resources",5,2
"86","0","0","resources",6,2
"199","0","0","resources",7,2
"91","1","0","resources",6,2
"53","0","0","resources",7,2
"314","0","0","resources",7.5,2
"115","0","0","resources",6.5,2
"330","0","0","resources",7.5,2
"311","1","0","resources",4.5,2
"303","0","0","resources",5,2
"324","0","0","resources",4,2
"57","0","0","resources",6,2
"280","1","0","resources",5,2
"193","0","0","resources",5,2
"195","0","0","resources",7,2
"173","1","0","resources",10,2
"242","0","0","resources",5.5,2
"37","0","0","resources",8.5,2
"357","0","0","resources",5,2
"192","0","0","resources",5.5,2
"46","1","0","resources",7.5,2
"438","0","0","resources",6.5,2
"20","0","0","resources",5,2
"170","0","0","resources",5,2
"181","0","0","resources",7.5,2
"416","1","0","resources",3.5,2
"44","1","0","resources",5,2
"345","0","0","resources",5,2
"158","0","0","resources",6.5,2
"229","0","0","resources",5,2
"117","1","0","resources",5,2
"431","1","0","resources",5.5,2
"417","0","0","resources",6,2
"194","1","0","resources",5,2
"7","1","0","resources",5,2
"425","0","0","resources",7,2
"414","0","0","resources",8.5,2
"255","0","0","resources",10,2
"119","0","0","resources",7.5,2
"121","0","0","resources",8,2
"2","0","0","resources",5.5,2
"348","0","0","resources",6,2
"295","1","0","resources",6,2
"78","0","0","resources",7,2
"5","0","0","resources",5,2
"328","0","0","resources",5.5,2
"154","0","0","resources",5,2
"247","0","0","resources",5,2
"177","0","0","resources",7,2
"420","0","0","resources",5.5,2
"105","0","0","resources",5,2
"189","0","0","resources",5.5,2
"354","0","0","resources",7.5,2
"172","0","0","resources",5,2
"270","0","0","resources",5,2
"455","0","0","resources",5,2
"236","0","0","resources",7.5,2
"212","0","0","resources",9,2
"22","0","0","resources",5,2
"256","0","0","resources",5,2
"174","0","0","resources",7,2
"293","1","0","resources",5,2
"309","1","0","resources",6,2
"365","0","0","resources",5.5,2
"223","0","0","resources",5,2
"111","1","0","resources",9,2
"8","0","0","resources",5.5,2
"23","1","0","resources",4,2
"95","1","0","resources",5,2
"400","1","0","resources",5,2
"109","1","0","resources",5,2
"374","1","0","resources",5,2
"246","1","0","resources",10,2
"19","0","0","resources",6.5,2
"393","1","0","resources",5.5,2
"70","0","0","resources",5.5,2
"410","1","0","resources",5.5,2
"240","0","0","resources",7,2
"45","1","0","resources",5.5,2
"155","1","0","resources",10,2
"107","1","0","resources",7,2
"40","1","0","resources",8,2
"448","1","0","resources",5,2
"337","1","0","resources",6,2
"300","1","0","resources",5,2
"277","1","0","resources",6,2
"453","0","0","resources",5,2
"265","0","0","resources",5,2
"220","1","0","resources",6,2
"83","1","0","resources",5,2
"169","1","0","resources",5,2
"113","1","0","resources",6.5,2
"138","1","0","resources",6,2
"123","1","0","resources",5,2
"110","1","0","resources",5,2
"41","1","0","resources",5.5,2
"251","1","0","resources",5,2
"6","1","0","resources",5.5,2
"411","1","0","resources",6.5,2
"321","1","0","resources",6.5,2
"3","1","0","resources",6,2
"235","1","0","resources",6.5,2
"322","0","0","resources",6,2
"79","0","0","resources",NA,2
"388","0","0","resources",6.5,2
"376","0","0","resources",6,2
"378","0","0","resources",5.5,2
"317","0","0","resources",7.5,2
"404","1","0","resources",10,2
"323","0","0","resources",5,2
"84","0","0","resources",7,2
"164","0","0","resources",5,2
"250","0","0","resources",5.5,2
"13","0","0","resources",8.5,2
"72","0","0","resources",6,2
"269","0","0","resources",5,2
"424","0","0","resources",6,2
"47","1","0","resources",5,2
"385","0","0","resources",8,2
"359","0","0","resources",8.5,2
"15","0","0","resources",7,2
"263","1","0","resources",5,2
"129","0","0","resources",5,2
"52","0","0","resources",7,2
"389","0","0","resources",5.5,2
"401","1","0","resources",5,2
"12","0","0","resources",8,2
"380","1","0","resources",5,2
"112","1","0","resources",7,2
"211","1","0","resources",8.5,2
"351","1","0","resources",5.5,2
"186","1","0","resources",5.5,2
"135","1","0","resources",5,2
"221","1","0","resources",5,2
"428","1","0","resources",7,2
"101","1","0","resources",6.5,2
"178","1","0","resources",5,2
"383","1","0","resources",6,2
"459","1","0","resources",5,2
"367","1","0","resources",8.5,2
"399","0","0","resources",6,2
"406","1","0","resources",5,2
"261","1","0","resources",5,2
"360","0","0","resources",7.5,2
"268","1","0","resources",6,2
"257","1","0","resources",5,2
"331","1","0","resources",5.5,2
"28","0","0","resources",6.5,2
"283","0","0","resources",7,2
"423","0","0","resources",6.5,2
"64","1","0","resources",7,2
"392","0","0","resources",5,2
"196","0","0","resources",5.5,2
"426","0","0","resources",5,2
"126","0","0","resources",5,2
"217","0","0","resources",6,2
"281","1","0","resources",6,2
"9","0","0","resources",6.5,2
"259","0","0","resources",6.5,2
"395","1","0","resources",4,2
"29","1","0","resources",5,2
"358","1","0","resources",5.5,2
"139","1","0","resources",6,2
"204","1","0","resources",6.5,2
"352","1","0","resources",6,2
"441","0","1","health",6,2
"266","0","1","health",5,2
"34","0","1","health",7.5,2
"391","0","1","health",6.5,2
"413","0","1","health",5,2
"449","0","1","health",7,2
"35","0","1","health",6,2
"143","0","1","health",6.5,2
"16","0","1","health",7,2
"241","0","1","health",5,2
"153","0","1","health",7,2
"168","0","1","health",6.5,2
"59","0","1","health",6,2
"379","0","1","health",5.5,2
"296","0","1","health",6,2
"206","0","1","health",5,2
"17","1","1","health",7,2
"288","0","1","health",5.5,2
"86","0","1","health",6,2
"199","0","1","health",5.5,2
"91","1","1","health",7.5,2
"53","0","1","health",6,2
"314","0","1","health",7,2
"115","0","1","health",6.5,2
"330","0","1","health",6,2
"311","1","1","health",6,2
"303","0","1","health",5,2
"324","0","1","health",6,2
"57","0","1","health",6.5,2
"280","1","1","health",6,2
"193","0","1","health",6,2
"195","0","1","health",7.5,2
"173","1","1","health",10,2
"242","0","1","health",6.5,2
"37","0","1","health",8,2
"357","0","1","health",5,2
"192","0","1","health",5,2
"46","1","1","health",8,2
"438","0","1","health",7,2
"20","0","1","health",6,2
"170","0","1","health",5,2
"181","0","1","health",5,2
"416","1","1","health",5,2
"44","1","1","health",5,2
"345","0","1","health",6.5,2
"158","0","1","health",7.5,2
"229","0","1","health",5.5,2
"117","1","1","health",8.5,2
"431","1","1","health",6,2
"417","0","1","health",8,2
"194","1","1","health",6,2
"7","1","1","health",5,2
"425","0","1","health",5,2
"414","0","1","health",9,2
"255","0","1","health",9.5,2
"119","0","1","health",6,2
"121","0","1","health",9.5,2
"2","0","1","health",6,2
"348","0","1","health",5,2
"295","1","1","health",6,2
"78","0","1","health",6,2
"5","0","1","health",5,2
"328","0","1","health",5.5,2
"154","0","1","health",6,2
"247","0","1","health",5.5,2
"177","0","1","health",7.5,2
"420","0","1","health",5.5,2
"105","0","1","health",5,2
"189","0","1","health",6.5,2
"354","0","1","health",7.5,2
"172","0","1","health",5,2
"270","0","1","health",7.5,2
"455","0","1","health",5.5,2
"236","0","1","health",5,2
"212","0","1","health",9,2
"22","0","1","health",5,2
"256","0","1","health",4,2
"174","0","1","health",10,2
"293","1","1","health",8,2
"309","1","1","health",7,2
"365","0","1","health",5,2
"223","0","1","health",8,2
"111","1","1","health",9,2
"8","0","1","health",5,2
"23","1","1","health",5.5,2
"95","1","1","health",7.5,2
"400","1","1","health",6,2
"109","1","1","health",5,2
"374","1","1","health",5,2
"246","1","1","health",10,2
"19","0","1","health",4.5,2
"393","1","1","health",8,2
"70","0","1","health",5,2
"410","1","1","health",5,2
"240","0","1","health",7,2
"45","1","1","health",5,2
"155","1","1","health",10,2
"107","1","1","health",5,2
"40","1","1","health",8.5,2
"448","1","1","health",5,2
"337","1","1","health",6,2
"300","1","1","health",5,2
"277","1","1","health",8,2
"453","0","1","health",5,2
"265","0","1","health",4.5,2
"220","1","1","health",5,2
"83","1","1","health",5.5,2
"169","1","1","health",7,2
"113","1","1","health",4.5,2
"138","1","1","health",7,2
"123","1","1","health",5,2
"110","1","1","health",5,2
"41","1","1","health",6,2
"251","1","1","health",5,2
"6","1","1","health",5,2
"411","1","1","health",7,2
"321","1","1","health",5,2
"3","1","1","health",8,2
"235","1","1","health",6,2
"322","0","1","health",6,2
"79","0","1","health",NA,2
"388","0","1","health",6,2
"376","0","1","health",8,2
"378","0","1","health",7,2
"317","0","1","health",7.5,2
"404","1","1","health",10,2
"323","0","1","health",6,2
"84","0","1","health",5.5,2
"164","0","1","health",4.5,2
"250","0","1","health",6,2
"13","0","1","health",6.5,2
"72","0","1","health",6.5,2
"269","0","1","health",6.5,2
"424","0","1","health",8,2
"47","1","1","health",5.5,2
"385","0","1","health",8,2
"359","0","1","health",8,2
"15","0","1","health",6,2
"263","1","1","health",5,2
"129","0","1","health",5,2
"52","0","1","health",7,2
"389","0","1","health",6,2
"401","1","1","health",4,2
"12","0","1","health",7,2
"380","1","1","health",7.5,2
"112","1","1","health",7,2
"211","1","1","health",8.5,2
"351","1","1","health",6.5,2
"186","1","1","health",9,2
"135","1","1","health",7,2
"221","1","1","health",8,2
"428","1","1","health",6.5,2
"101","1","1","health",7,2
"178","1","1","health",7,2
"383","1","1","health",5,2
"459","1","1","health",10,2
"367","1","1","health",8.5,2
"399","0","1","health",6,2
"406","1","1","health",5.5,2
"261","1","1","health",5.5,2
"360","0","1","health",5,2
"268","1","1","health",NA,2
"257","1","1","health",9,2
"331","1","1","health",6,2
"28","0","1","health",6,2
"283","0","1","health",5,2
"423","0","1","health",5.5,2
"64","1","1","health",8,2
"392","0","1","health",6,2
"196","0","1","health",5.5,2
"426","0","1","health",5.5,2
"126","0","1","health",5,2
"217","0","1","health",8,2
"281","1","1","health",6.5,2
"9","0","1","health",7,2
"259","0","1","health",6.5,2
"395","1","1","health",4.5,2
"29","1","1","health",5,2
"358","1","1","health",5,2
"139","1","1","health",7.5,2
"204","1","1","health",6,2
"352","1","1","health",6,2
"441","0","1","intell",7,2
"266","0","1","intell",6,2
"34","0","1","intell",7,2
"391","0","1","intell",7,2
"413","0","1","intell",8.5,2
"449","0","1","intell",6.5,2
"35","0","1","intell",7.5,2
"143","0","1","intell",6.5,2
"16","0","1","intell",8,2
"241","0","1","intell",6,2
"153","0","1","intell",6.5,2
"168","0","1","intell",6,2
"59","0","1","intell",7,2
"379","0","1","intell",6.5,2
"296","0","1","intell",6.5,2
"206","0","1","intell",8,2
"17","1","1","intell",7.5,2
"288","0","1","intell",6.5,2
"86","0","1","intell",5.5,2
"199","0","1","intell",6,2
"91","1","1","intell",5.5,2
"53","0","1","intell",5,2
"314","0","1","intell",7,2
"115","0","1","intell",10,2
"330","0","1","intell",6.5,2
"311","1","1","intell",5,2
"303","0","1","intell",7,2
"324","0","1","intell",6,2
"57","0","1","intell",7,2
"280","1","1","intell",5.5,2
"193","0","1","intell",6,2
"195","0","1","intell",8.5,2
"173","1","1","intell",10,2
"242","0","1","intell",5.5,2
"37","0","1","intell",8,2
"357","0","1","intell",8.5,2
"192","0","1","intell",6,2
"46","1","1","intell",7.5,2
"438","0","1","intell",7,2
"20","0","1","intell",5,2
"170","0","1","intell",7,2
"181","0","1","intell",8,2
"416","1","1","intell",5.5,2
"44","1","1","intell",8,2
"345","0","1","intell",5,2
"158","0","1","intell",7.5,2
"229","0","1","intell",6.5,2
"117","1","1","intell",9,2
"431","1","1","intell",6,2
"417","0","1","intell",8.5,2
"194","1","1","intell",4.5,2
"7","1","1","intell",5,2
"425","0","1","intell",6.5,2
"414","0","1","intell",9,2
"255","0","1","intell",7.5,2
"119","0","1","intell",7.5,2
"121","0","1","intell",8.5,2
"2","0","1","intell",7.5,2
"348","0","1","intell",6,2
"295","1","1","intell",9,2
"78","0","1","intell",8.5,2
"5","0","1","intell",7,2
"328","0","1","intell",7,2
"154","0","1","intell",7,2
"247","0","1","intell",5,2
"177","0","1","intell",7,2
"420","0","1","intell",6.5,2
"105","0","1","intell",5,2
"189","0","1","intell",7,2
"354","0","1","intell",8.5,2
"172","0","1","intell",6,2
"270","0","1","intell",10,2
"455","0","1","intell",8,2
"236","0","1","intell",7.5,2
"212","0","1","intell",9,2
"22","0","1","intell",6.5,2
"256","0","1","intell",5,2
"174","0","1","intell",10,2
"293","1","1","intell",5,2
"309","1","1","intell",7,2
"365","0","1","intell",5,2
"223","0","1","intell",6.5,2
"111","1","1","intell",9,2
"8","0","1","intell",6,2
"23","1","1","intell",7.5,2
"95","1","1","intell",6.5,2
"400","1","1","intell",6.5,2
"109","1","1","intell",5,2
"374","1","1","intell",7,2
"246","1","1","intell",10,2
"19","0","1","intell",6.5,2
"393","1","1","intell",7.5,2
"70","0","1","intell",8,2
"410","1","1","intell",9,2
"240","0","1","intell",7,2
"45","1","1","intell",5,2
"155","1","1","intell",10,2
"107","1","1","intell",4.5,2
"40","1","1","intell",9,2
"448","1","1","intell",5,2
"337","1","1","intell",6,2
"300","1","1","intell",6.5,2
"277","1","1","intell",7.5,2
"453","0","1","intell",5,2
"265","0","1","intell",5.5,2
"220","1","1","intell",6.5,2
"83","1","1","intell",5,2
"169","1","1","intell",5,2
"113","1","1","intell",6.5,2
"138","1","1","intell",7,2
"123","1","1","intell",5,2
"110","1","1","intell",5,2
"41","1","1","intell",3,2
"251","1","1","intell",10,2
"6","1","1","intell",6,2
"411","1","1","intell",7,2
"321","1","1","intell",6,2
"3","1","1","intell",8,2
"235","1","1","intell",6,2
"322","0","1","intell",6,2
"79","0","1","intell",NA,2
"388","0","1","intell",6.5,2
"376","0","1","intell",8.5,2
"378","0","1","intell",6,2
"317","0","1","intell",9.5,2
"404","1","1","intell",10,2
"323","0","1","intell",7,2
"84","0","1","intell",6,2
"164","0","1","intell",6.5,2
"250","0","1","intell",6,2
"13","0","1","intell",10,2
"72","0","1","intell",8.5,2
"269","0","1","intell",6,2
"424","0","1","intell",7.5,2
"47","1","1","intell",6,2
"385","0","1","intell",8,2
"359","0","1","intell",8.5,2
"15","0","1","intell",9,2
"263","1","1","intell",5,2
"129","0","1","intell",8,2
"52","0","1","intell",9,2
"389","0","1","intell",6,2
"401","1","1","intell",6,2
"12","0","1","intell",8,2
"380","1","1","intell",6.5,2
"112","1","1","intell",7,2
"211","1","1","intell",8,2
"351","1","1","intell",5.5,2
"186","1","1","intell",8,2
"135","1","1","intell",5,2
"221","1","1","intell",7.5,2
"428","1","1","intell",7.5,2
"101","1","1","intell",7.5,2
"178","1","1","intell",7.5,2
"383","1","1","intell",6,2
"459","1","1","intell",5,2
"367","1","1","intell",8.5,2
"399","0","1","intell",5.5,2
"406","1","1","intell",5,2
"261","1","1","intell",5,2
"360","0","1","intell",7,2
"268","1","1","intell",NA,2
"257","1","1","intell",7.5,2
"331","1","1","intell",6,2
"28","0","1","intell",6,2
"283","0","1","intell",5,2
"423","0","1","intell",8,2
"64","1","1","intell",8,2
"392","0","1","intell",6.5,2
"196","0","1","intell",8,2
"426","0","1","intell",6,2
"126","0","1","intell",5,2
"217","0","1","intell",8,2
"281","1","1","intell",6,2
"9","0","1","intell",6.5,2
"259","0","1","intell",7,2
"395","1","1","intell",5,2
"29","1","1","intell",5,2
"358","1","1","intell",5,2
"139","1","1","intell",5.5,2
"204","1","1","intell",7,2
"352","1","1","intell",7,2
"441","0","1","kind",7.5,2
"266","0","1","kind",6,2
"34","0","1","kind",5.5,2
"391","0","1","kind",6,2
"413","0","1","kind",9,2
"449","0","1","kind",7.5,2
"35","0","1","kind",9,2
"143","0","1","kind",7,2
"16","0","1","kind",8,2
"241","0","1","kind",7,2
"153","0","1","kind",7.5,2
"168","0","1","kind",7,2
"59","0","1","kind",8,2
"379","0","1","kind",7,2
"296","0","1","kind",6,2
"206","0","1","kind",8,2
"17","1","1","kind",8,2
"288","0","1","kind",6.5,2
